code;label;Parent_1;Type;CATPOL;Commitment;Payment
SEC3 16 01 01 01;Reserves;SEC3 16 01 01 Reserves;;5.2.3X;n/a;n/a
SEC3 16 01 02;External personnel and other management expenditure in support of the Communication policy area;SEC3 16 01;;;26.303.024;26.303.024
SEC3 16 01 02;Reserves;SEC3 16 01 Reserves;;;;
SEC3 16 01 02 01;External personnel of the Directorate-General for Communication: Headquarters;SEC3 16 01 02;;5.2.3X;6.151.110;6.151.110
SEC3 16 01 02 01;Reserves;SEC3 16 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 16 01 02 03;External personnel of the Directorate-General for Communication: Commission Representations;SEC3 16 01 02;;5.2.3X;16.421.000;16.421.000
SEC3 16 01 02 03;Reserves;SEC3 16 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 16 01 02 11;Other management expenditure of the Directorate-General for Communication: Headquarters;SEC3 16 01 02;;5.2.3X;3.730.914;3.730.914
SEC3 16 01 02 11;Reserves;SEC3 16 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 16 01 03;Expenditure related to information and communication technology equipment and services, buildings and other working expenditure of the Communication policy area;SEC3 16 01;;;30.932.520;30.932.520
SEC3 16 01 03;Reserves;SEC3 16 01 Reserves;;;;
SEC3 16 01 03 01;Expenditure related to information and communication technology equipment and services of the Directorate-General for Communication: Headquarters;SEC3 16 01 03;;5.2.3X;4.126.520;4.126.520
SEC3 16 01 03 01;Reserves;SEC3 16 01 03 Reserves;;5.2.3X;n/a;n/a
SEC3 16 01 03 03;Buildings and related expenditure of the Directorate-General for Communication: Commission Representations;SEC3 16 01 03;;5.2.3X;26.806.000;26.806.000
SEC3 16 01 03 03;Reserves;SEC3 16 01 03 Reserves;;5.2.3X;n/a;n/a
SEC3 16 01 04;Support expenditure for operations and programmes in the Communication policy area;SEC3 16 01;;;1.332.000;1.332.000
SEC3 16 01 04;Reserves;SEC3 16 01 Reserves;;;;
SEC3 16 01 04 01;Support expenditure for the programme Europe for Citizens;SEC3 16 01 04;;3.0.7;147.000;147.000
SEC3 16 01 04 01;Reserves;SEC3 16 01 04 Reserves;;3.0.7;n/a;n/a
SEC3 16 01 04 02;Support expenditure for communication actions;SEC3 16 01 04;;3.0.SPEC;1.185.000;1.185.000
SEC3 16 01 04 02;Reserves;SEC3 16 01 04 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 01 06;Executive agencies;SEC3 16 01;;;2.191.000;2.191.000
SEC3 16 01 06;Reserves;SEC3 16 01 Reserves;;;;
SEC3 16 01 06 01;Education, Audiovisual and Culture Executive Agency — Contribution from the programme Europe for Citizens;SEC3 16 01 06;;3.0.7;2.191.000;2.191.000
SEC3 16 01 06 01;Reserves;SEC3 16 01 06 Reserves;;3.0.7;n/a;n/a
SEC3 16 01 60;Purchase of information;SEC3 16 01;;5.2.3X;1.317.000;1.317.000
SEC3 16 01 60;Reserves;SEC3 16 01 Reserves;;5.2.3X;n/a;n/a
SEC3 16 02;Fostering European citizenship;SEC3 16;;;24.800.000;27.410.600
SEC3 16 02;Reserves;SEC3 16 Reserves;;;;
SEC3 16 02 01;Europe for Citizens — Strengthening remembrance and enhancing capacity for civic participation at the Union level;SEC3 16 02;;3.0.7;23.050.000;10.715.600
SEC3 16 02 01;Reserves;SEC3 16 02 Reserves;;3.0.7;n/a;n/a
SEC3 16 02 02;European Year of Volunteering 2011;SEC3 16 02;;3.0.OTH;—;p.m.
SEC3 16 02 02;Reserves;SEC3 16 02 Reserves;;3.0.OTH;n/a;n/a
SEC3 16 02 03;European Year of Citizens 2013;SEC3 16 02;;3.0.OTH;p.m.;645.000
SEC3 16 02 03;Reserves;SEC3 16 02 Reserves;;3.0.OTH;n/a;n/a
SEC3 16 02 51;Completion of Europe for Citizens Programme (2007 to 2013);SEC3 16 02;;3.0.7;p.m.;14.800.000
SEC3 16 02 51;Reserves;SEC3 16 02 Reserves;;3.0.7;n/a;n/a
SEC3 16 02 77;Pilot projects and preparatory actions;SEC3 16 02;;;1.750.000;1.250.000
SEC3 16 02 77;Reserves;SEC3 16 02 Reserves;;;;
SEC3 16 02 77 01;Pilot project — New narrative on Europe;SEC3 16 02 77;;3.0.PPPA;1.000.000;750.000
SEC3 16 02 77 01;Reserves;SEC3 16 02 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 16 02 77 02;Preparatory action — European Year of Volunteering 2011;SEC3 16 02 77;;3.0.PPPA;—;—
SEC3 16 02 77 02;Reserves;SEC3 16 02 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 16 02 77 03;Preparatory action — European Year of Citizens 2013;SEC3 16 02 77;;3.0.PPPA;p.m.;p.m.
SEC3 16 02 77 03;Reserves;SEC3 16 02 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 16 02 77 04;Preparatory action — European Civil Society House;SEC3 16 02 77;;3.0.PPPA;250.000;250.000
SEC3 16 02 77 04;Reserves;SEC3 16 02 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 16 02 77 05;Pilot project — The promise of the European Union;SEC3 16 02 77;;3.0.PPPA;500.000;250.000
SEC3 16 02 77 05;Reserves;SEC3 16 02 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 16 03;Communication actions;SEC3 16;;;95.730.000;91.659.374
SEC3 16 03;Reserves;SEC3 16 Reserves;;;;
SEC3 16 03 01;Providing information to Union citizens;SEC3 16 03;;;56.826.000;56.324.599
SEC3 16 03 01;Reserves;SEC3 16 03 Reserves;;;;
SEC3 16 03 01 01;Multimedia actions;SEC3 16 03 01;;3.0.SPEC;25.540.000;25.526.479
SEC3 16 03 01 01;Reserves;SEC3 16 03 01 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 03 01 02;Information for the media;SEC3 16 03 01;;3.0.SPEC;5.080.000;4.449.346
SEC3 16 03 01 02;Reserves;SEC3 16 03 01 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 03 01 03;Information outlets;SEC3 16 03 01;;3.0.SPEC;14.230.000;12.178.887
SEC3 16 03 01 03;Reserves;SEC3 16 03 01 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 03 01 04;Communication of the Commission Representations and Partnership actions;SEC3 16 03 01;;3.0.SPEC;10.730.000;12.923.887
SEC3 16 03 01 04;Reserves;SEC3 16 03 01 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 03 01 05;European Public Spaces;SEC3 16 03 01;;5.2.3X;1.246.000;1.246.000
SEC3 16 03 01 05;Reserves;SEC3 16 03 01 Reserves;;5.2.3X;n/a;n/a
SEC3 16 03 02;Providing institutional communication and information analysis;SEC3 16 03;;;35.604.000;32.984.775
SEC3 16 03 02;Reserves;SEC3 16 03 Reserves;;;;
SEC3 16 03 02 01;Visits to the Commission;SEC3 16 03 02;;3.0.SPEC;3.600.000;3.986.296
SEC3 16 03 02 01;Reserves;SEC3 16 03 02 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 03 02 02;Operation of radio and television studios and audiovisual equipment;SEC3 16 03 02;;5.2.3X;5.324.000;5.324.000
SEC3 16 03 02 02;Reserves;SEC3 16 03 02 Reserves;;5.2.3X;n/a;n/a
SEC3 16 03 02 03;Online and written information and communication tools;SEC3 16 03 02;;3.0.SPEC;18.180.000;15.759.479
SEC3 16 03 02 03;Reserves;SEC3 16 03 02 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 03 02 04;General report and other publications;SEC3 16 03 02;;5.2.3X;2.200.000;2.100.000
SEC3 16 03 02 04;Reserves;SEC3 16 03 02 Reserves;;5.2.3X;n/a;n/a
SEC3 16 03 02 05;Public opinion analysis;SEC3 16 03 02;;3.0.SPEC;6.300.000;5.815.000
SEC3 16 03 02 05;Reserves;SEC3 16 03 02 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 03 03;Online summary of legislation (SCAD+);SEC3 16 03;;5.2.3X;—;—
SEC3 16 03 03;Reserves;SEC3 16 03 Reserves;;5.2.3X;n/a;n/a
SEC3 16 03 04;House of European History;SEC3 16 03;;3.0.SPEC;800.000;400.000
SEC3 16 03 04;Reserves;SEC3 16 03 Reserves;;3.0.SPEC;n/a;n/a
SEC3 16 03 77;Pilot projects and preparatory actions;SEC3 16 03;;;2.500.000;1.950.000
SEC3 16 03 77;Reserves;SEC3 16 03 Reserves;;;;
SEC3 16 03 77 01;Preparatory action — European research grants for cross-border investigative journalism;SEC3 16 03 77;;5.2.3PPPA;1.500.000;750.000
SEC3 16 03 77 01;Reserves;SEC3 16 03 77 Reserves;;5.2.3PPPA;n/a;n/a
SEC3 16 03 77 02;Pilot project — Share Europe Online;SEC3 16 03 77;;5.2.3PPPA;p.m.;700.000
SEC3 16 03 77 02;Reserves;SEC3 16 03 77 Reserves;;5.2.3PPPA;n/a;n/a
SEC3 16 03 77 03;Preparatory action — EuroGlobe;SEC3 16 03 77;;3.0.PPPA;—;—
SEC3 16 03 77 03;Reserves;SEC3 16 03 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 16 03 77 04;Completion of pilot project EuroGlobe;SEC3 16 03 77;;3.0.PPPA;—;—
SEC3 16 03 77 04;Reserves;SEC3 16 03 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 16 03 77 05;Preparatory action — Share Europe Online;SEC3 16 03 77;;3.0.PPPA;1.000.000;500.000
SEC3 16 03 77 05;Reserves;SEC3 16 03 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 17;Health and consumer protection;SEC3 E;;;618.166.222;566.799.722
SEC3 17;Reserves;SEC3 E Reserves;;;;
SEC3 17 01;Administrative expenditure of the Health and consumer protection policy area;SEC3 17;;;113.660.222;113.660.222
SEC3 17 01;Reserves;SEC3 17 Reserves;;;;
SEC3 17 01 01;Expenditure relating to officials and temporary staff in the Health and consumer protection policy area;SEC3 17 01;;5.2.3X;76.640.919;76.640.919
SEC3 17 01 01;Reserves;SEC3 17 01 Reserves;;5.2.3X;n/a;n/a
SEC3 17 01 02;External personnel and other management expenditure in support of the Health and consumer protection policy area;SEC3 17 01;;;16.323.423;16.323.423
SEC3 17 01 02;Reserves;SEC3 17 01 Reserves;;;;
SEC3 17 01 02 01;External personnel;SEC3 17 01 02;;5.2.3X;7.385.079;7.385.079
SEC3 17 01 02 01;Reserves;SEC3 17 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 17 01 02 11;Other management expenditure;SEC3 17 01 02;;5.2.3X;8.938.344;8.938.344
SEC3 17 01 02 11;Reserves;SEC3 17 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 17 01 03;Expenditure relating to information and communication technology equipment and services, buildings and related expenditure of the Health and consumer protection policy area;SEC3 17 01;;;9.525.880;9.525.880
SEC3 17 01 03;Reserves;SEC3 17 01 Reserves;;;;
SEC3 17 01 03 01;Expenditure related to information and communication technology equipment and services of the Health and consumer protection policy area: Headquarters;SEC3 17 01 03;;5.2.3X;4.960.880;4.960.880
SEC3 17 01 03 01;Reserves;SEC3 17 01 03 Reserves;;5.2.3X;n/a;n/a
SEC3 17 01 03 03;Buildings and related expenditure of the Health and consumer protection policy area: Grange;SEC3 17 01 03;;5.2.3X;4.565.000;4.565.000
SEC3 17 01 03 03;Reserves;SEC3 17 01 03 Reserves;;5.2.3X;n/a;n/a
SEC3 17 01 04;Support expenditure for operations and programmes in the Health and consumer protection policy area;SEC3 17 01;;;4.100.000;4.100.000
SEC3 17 01 04;Reserves;SEC3 17 01 Reserves;;;;
SEC3 17 01 04 01;Support expenditure for the Consumer programme;SEC3 17 01 04;;3.0.10;1.100.000;1.100.000
SEC3 17 01 04 01;Reserves;SEC3 17 01 04 Reserves;;3.0.10;n/a;n/a
SEC3 17 01 04 02;Support expenditure for the Health for Growth programme;SEC3 17 01 04;;3.0.9;1.500.000;1.500.000
SEC3 17 01 04 02;Reserves;SEC3 17 01 04 Reserves;;3.0.9;n/a;n/a
SEC3 17 01 04 03;Support expenditure in the field of food and feed safety, animal health, animal welfare and plant health;SEC3 17 01 04;;3.0.8;1.500.000;1.500.000
SEC3 17 01 04 03;Reserves;SEC3 17 01 04 Reserves;;3.0.8;n/a;n/a
SEC3 17 01 06;Executive agencies;SEC3 17 01;;;7.070.000;7.070.000
SEC3 17 01 06;Reserves;SEC3 17 01 Reserves;;;;
SEC3 17 01 06 01;Consumers, Health and Food Executive Agency — Contribution from the Consumer programme;SEC3 17 01 06;;3.0.10;1.691.000;1.691.000
SEC3 17 01 06 01;Reserves;SEC3 17 01 06 Reserves;;3.0.10;n/a;n/a
SEC3 17 01 06 02;Consumers, Health and Food Executive Agency— Contribution from the Health for Growth programme;SEC3 17 01 06;;3.0.9;4.209.000;4.209.000
SEC3 17 01 06 02;Reserves;SEC3 17 01 06 Reserves;;3.0.9;n/a;n/a
SEC3 17 01 06 03;Consumers, Health and Food Executive Agency — Contribution in the field of food and feed safety, animal health, animal welfare and plant health;SEC3 17 01 06;;3.0.8;1.170.000;1.170.000
SEC3 17 01 06 03;Reserves;SEC3 17 01 06 Reserves;;3.0.8;n/a;n/a
SEC3 17 02;Consumer policy;SEC3 17;;;21.762.000;19.271.000
SEC3 17 02;Reserves;SEC3 17 Reserves;;;;
SEC3 17 02 01;Safeguarding consumers’ interest and improving their safety and information;SEC3 17 02;;3.0.10;21.262.000;6.512.000
SEC3 17 02 01;Reserves;SEC3 17 02 Reserves;;3.0.10;n/a;n/a
SEC3 17 02 51;Completion line of Union activities in favour of consumers;SEC3 17 02;;3.0.10;p.m.;12.509.000
SEC3 17 02 51;Reserves;SEC3 17 02 Reserves;;3.0.10;n/a;n/a
SEC3 17 02 77;Pilot projects and preparatory actions;SEC3 17 02;;;500.000;250.000
SEC3 17 02 77;Reserves;SEC3 17 02 Reserves;;;;
SEC3 17 02 77 01;Pilot project — Transparency and stability in the financial markets;SEC3 17 02 77;;1.1.PPPA;p.m.;p.m.
SEC3 17 02 77 01;Reserves;SEC3 17 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 17 02 77 02;Preparatory action — Monitoring measures in the field of consumer policy;SEC3 17 02 77;;3.0.PPPA;p.m.;p.m.
SEC3 17 02 77 02;Reserves;SEC3 17 02 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 17 02 77 03;Pilot project — Your Europe Travel Application for mobile devices;SEC3 17 02 77;;2.0.PPPA;500.000;250.000
SEC3 17 02 77 03;Reserves;SEC3 17 02 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03;Public health;SEC3 17;;;230.494.000;216.871.500
SEC3 17 03;Reserves;SEC3 17 Reserves;;;;
SEC3 17 03 01;Encouraging innovation in healthcare and increasing the sustainability of health systems, improving the health of Union citizens and protecting them from cross-border health threats;SEC3 17 03;;3.0.9;52.870.000;8.697.500
SEC3 17 03 01;Reserves;SEC3 17 03 Reserves;;3.0.9;n/a;n/a
SEC3 17 03 10;European Centre for Disease Prevention and Control;SEC3 17 03;;3.0.DAG;56.766.000;56.766.000
SEC3 17 03 10;Reserves;SEC3 17 03 Reserves;;3.0.DAG;n/a;n/a
SEC3 17 03 11;European Food Safety Authority;SEC3 17 03;;3.0.DAG;76.545.000;76.545.000
SEC3 17 03 11;Reserves;SEC3 17 03 Reserves;;3.0.DAG;n/a;n/a
SEC3 17 03 12;European Medicines Agency;SEC3 17 03;;;37.333.000;37.333.000
SEC3 17 03 12;Reserves;SEC3 17 03 Reserves;;;;
SEC3 17 03 12 01;Union contribution to the European Medicines Agency;SEC3 17 03 12;;3.0.DAG;31.333.000;31.333.000
SEC3 17 03 12 01;Reserves;SEC3 17 03 12 Reserves;;3.0.DAG;n/a;n/a
SEC3 17 03 12 02;Special contribution for orphan medicinal products;SEC3 17 03 12;;3.0.DAG;6.000.000;6.000.000
SEC3 17 03 12 02;Reserves;SEC3 17 03 12 Reserves;;3.0.DAG;n/a;n/a
SEC3 17 03 13;International agreements and membership of international organisations in the field of public health and tobacco control;SEC3 17 03;;4.0.OTH;200.000;200.000
SEC3 17 03 13;Reserves;SEC3 17 03 Reserves;;4.0.OTH;n/a;n/a
SEC3 17 03 51;Completion of public health programmes;SEC3 17 03;;3.0.9;p.m.;30.370.000
SEC3 17 03 51;Reserves;SEC3 17 03 Reserves;;3.0.9;n/a;n/a
SEC3 17 03 77;Pilot projects and preparatory actions;SEC3 17 03;;;6.780.000;6.960.000
SEC3 17 03 77;Reserves;SEC3 17 03 Reserves;;;;
SEC3 17 03 77 01;Pilot project — New employment situation in the health sector: best practices for improving professional training and qualifications of healthcare workers and their remuneration;SEC3 17 03 77;;1.1.PPPA;p.m.;80.000
SEC3 17 03 77 01;Reserves;SEC3 17 03 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 17 03 77 02;Pilot project — Complex research on Health, Environment, Transport and Climate Change — Improvement of indoor and outdoor air quality;SEC3 17 03 77;;2.0.PPPA;p.m.;p.m.
SEC3 17 03 77 02;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 03;Pilot project — Fruit and vegetable consumption;SEC3 17 03 77;;2.0.PPPA;—;700.000
SEC3 17 03 77 03;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 04;Pilot project — Healthy diet: early years and ageing population;SEC3 17 03 77;;2.0.PPPA;—;600.000
SEC3 17 03 77 04;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 05;Pilot project — Developing and implementing successful prevention strategies for type 2 diabetes;SEC3 17 03 77;;2.0.PPPA;—;300.000
SEC3 17 03 77 05;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 06;Preparatory action — Antimicrobial resistance (AMR): Research on the causes of high and improper antibiotic usage;SEC3 17 03 77;;2.0.PPPA;—;300.000
SEC3 17 03 77 06;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 07;Preparatory action — Creation of a Union network of experts in the field of adapted care for adolescents with psychological problems;SEC3 17 03 77;;3.0.PPPA;p.m.;300.000
SEC3 17 03 77 07;Reserves;SEC3 17 03 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 17 03 77 08;Pilot project — European Prevalence Protocol for early detection of autistic spectrum disorders in Europe;SEC3 17 03 77;;3.0.PPPA;800.000;790.000
SEC3 17 03 77 08;Reserves;SEC3 17 03 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 17 03 77 09;Pilot project — Promotion of self-care systems in the Union;SEC3 17 03 77;;3.0.PPPA;1.000.000;800.000
SEC3 17 03 77 09;Reserves;SEC3 17 03 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 17 03 77 10;Pilot project — Gender specific mechanisms in coronary artery disease in Europe;SEC3 17 03 77;;3.0.PPPA;p.m.;300.000
SEC3 17 03 77 10;Reserves;SEC3 17 03 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 17 03 77 11;Preparatory action — Fruit and vegetable consumption;SEC3 17 03 77;;2.0.PPPA;750.000;675.000
SEC3 17 03 77 11;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 12;Pilot project — Reducing health inequalities: building expertise and evaluation of actions.;SEC3 17 03 77;;2.0.PPPA;1.500.000;750.000
SEC3 17 03 77 12;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 13;Pilot project — Developing evidence based strategies to improve the health of isolated and vulnerable persons;SEC3 17 03 77;;2.0.PPPA;1.000.000;500.000
SEC3 17 03 77 13;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 14;Preparatory action — Healthy diet: early years and ageing population;SEC3 17 03 77;;2.0.PPPA;500.000;250.000
SEC3 17 03 77 14;Reserves;SEC3 17 03 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 03 77 15;Preparatory action — European study on the burden and care of epilepsy;SEC3 17 03 77;;3.0.PPPA;1.230.000;615.000
SEC3 17 03 77 15;Reserves;SEC3 17 03 77 Reserves;;3.0.PPPA;n/a;n/a
SEC3 17 04;Food and feed safety, animal health, animal welfare and plant health;SEC3 17;;;252.250.000;216.997.000
SEC3 17 04;Reserves;SEC3 17 Reserves;;;;
SEC3 17 04 01;Ensuring a higher animal health status and high level of protection of animals in the Union;SEC3 17 04;;3.0.8;180.000.000;4.000.000
SEC3 17 04 01;Reserves;SEC3 17 04 Reserves;;3.0.8;n/a;n/a
SEC3 17 04 02;Ensuring timely detection of harmful organisms for plants and their eradication;SEC3 17 04;;3.0.8;5.000.000;3.000.000
SEC3 17 04 02;Reserves;SEC3 17 04 Reserves;;3.0.8;n/a;n/a
SEC3 17 04 03;Ensuring effective, efficient and reliable controls;SEC3 17 04;;3.0.8;45.724.000;15.000.000
SEC3 17 04 03;Reserves;SEC3 17 04 Reserves;;3.0.8;n/a;n/a
SEC3 17 04 04;Fund for emergency measures related to animal and plant health;SEC3 17 04;;3.0.8;20.000.000;7.500.000
SEC3 17 04 04;Reserves;SEC3 17 04 Reserves;;3.0.8;n/a;n/a
SEC3 17 04 05;Emergency measures related to major crises in the agricultural sector;SEC3 17 04;;2.0.10;p.m.;p.m.
SEC3 17 04 05;Reserves;SEC3 17 04 Reserves;;2.0.10;n/a;n/a
SEC3 17 04 10;Contributions to international agreements and membership of international organisations in the fields of food safety, animal health, animal welfare and plant health;SEC3 17 04;;4.0.OTH;276.000;276.000
SEC3 17 04 10;Reserves;SEC3 17 04 Reserves;;4.0.OTH;n/a;n/a
SEC3 17 04 51;Completion of previous measures in food and feed safety, animal health, animal welfare and plant health;SEC3 17 04;;3.0.8;p.m.;186.296.000
SEC3 17 04 51;Reserves;SEC3 17 04 Reserves;;3.0.8;n/a;n/a
SEC3 17 04 77;Pilot projects and preparatory actions;SEC3 17 04;;;1.250.000;925.000
SEC3 17 04 77;Reserves;SEC3 17 04 Reserves;;;;
SEC3 17 04 77 01;Pilot project — Coordinated European Animal Welfare Network;SEC3 17 04 77;;2.0.PPPA;—;300.000
SEC3 17 04 77 01;Reserves;SEC3 17 04 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 04 77 02;Preparatory action — Control posts (resting points) in relation to transport of animals;SEC3 17 04 77;;2.0.PPPA;—;p.m.
SEC3 17 04 77 02;Reserves;SEC3 17 04 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 04 77 03;Pilot project — Developing best practices in animal transport;SEC3 17 04 77;;2.0.PPPA;1.000.000;500.000
SEC3 17 04 77 03;Reserves;SEC3 17 04 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 17 04 77 04;Pilot project — Farmhouse and Artisan Cheesemakers’ European Network — Project involving the production of European guidelines for proper hygienic practice;SEC3 17 04 77;;2.0.PPPA;250.000;125.000
SEC3 17 04 77 04;Reserves;SEC3 17 04 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 18;Home affairs;SEC3 E;;;1.201.391.889;762.599.931
SEC3 18;Reserves;SEC3 E Reserves;;;;
SEC3 18 01;Administrative expenditure of the Home affairs policy area;SEC3 18;;;34.949.809;34.949.809
SEC3 18 01;Reserves;SEC3 18 Reserves;;;;
